sample,study,ACLY,ACSS2,ACACA,SCD,FASN,ACSL1,HMGCS1,HMGCR,MVK,PMVK,sample_type,primary disease or tissue,OS,OS.time
TCGA-A8-A090-01,TCGA,13.4287,10.5756,12.9445,14.4114,16.2111,11.6305,11.3853,11.3921,9.5134,11.889,Primary Tumor,Breast Invasive Carcinoma,0,0
TCGA-Y8-A894-01,TCGA,13.4281,11.6601,10.1561,10.4752,11.1133,11.8591,11.5354,10.3704,9.9042,10.8595,Primary Tumor,Kidney Papillary Cell Carcinoma,0,567
TCGA-FR-A8YD-06,TCGA,13.4281,10.8311,11.4586,14.771,14.9996,9.7279,10.5115,11.2792,10.3465,12.7935,Metastatic,Skin Cutaneous Melanoma,1,1103
TCGA-HR-A5NC-01,TCGA,13.4278,11.0298,11.355,13.8111,13.1395,11.3678,10.7309,10.7007,8.9213,11.0856,Primary Tumor,Skin Cutaneous Melanoma,0,1000
TCGA-KK-A8IL-01,TCGA,13.4268,10.5215,12.7501,11.5983,13.7181,13.5445,11.3766,10.9261,9.9364,10.9929,Primary Tumor,Prostate Adenocarcinoma,1,628
TCGA-ZF-A9R1-01,TCGA,13.4266,11.496,12.0586,13.1825,14.4703,12.1077,11.6132,11.1859,11.7599,10.743,Primary Tumor,Bladder Urothelial Carcinoma,0,773
TCGA-DB-5281-01,TCGA,13.425,9.9727,12.3377,14.9513,13.4721,10.1108,12.2544,11.6141,8.9737,10.8254,Primary Tumor,Brain Lower Grade Glioma,0,2381
TCGA-B0-5121-01,TCGA,13.4243,11.269,9.5308,13.4102,10.0426,13.3515,10.0537,9.5915,10.6746,11.0829,Primary Tumor,Kidney Clear Cell Carcinoma,0,1485
TCGA-EE-A29D-06,TCGA,13.4237,9.9889,11.3485,15.0105,13.064,12.2416,10.7503,10.3343,10.0405,10.9373,Metastatic,Skin Cutaneous Melanoma,1,425
TCGA-91-6836-01,TCGA,13.4229,11.6791,12.534,15.2531,15.0004,11.8859,11.235,11.752,10.2464,11.4586,Primary Tumor,Lung Adenocarcinoma,0,417
TCGA-IG-A4P3-01,TCGA,13.4228,11.6948,13.699,14.8151,14.5226,12.9795,12.7168,13.0646,10.46,11.1268,Primary Tumor,Esophageal Carcinoma,1,567
TCGA-K4-A3WV-01,TCGA,13.4228,11.3067,12.4017,15.4128,13.4572,8.9361,12.1073,11.2488,10.7355,10.438,Primary Tumor,Bladder Urothelial Carcinoma,0,646
TCGA-39-5040-01,TCGA,13.4228,10.5879,12.5846,13.3052,15.446,11.0477,13.4048,12.3613,9.7897,10.7759,Primary Tumor,Lung Squamous Cell Carcinoma,1,519
TCGA-O2-A5IB-01,TCGA,13.4227,11.5905,13.0596,11.8459,14.4726,11.7465,12.227,10.83,9.9457,11.0953,Primary Tumor,Lung Squamous Cell Carcinoma,1,340
TCGA-CJ-4881-01,TCGA,13.4227,11.5639,9.8967,14.1675,11.5711,12.0654,11.0543,9.5435,11.9662,10.93,Primary Tumor,Kidney Clear Cell Carcinoma,0,2014
TCGA-ZF-AA5H-01,TCGA,13.422,10.7603,11.2598,13.0267,12.5894,11.2169,11.2098,10.3226,8.759,10.9257,Primary Tumor,Bladder Urothelial Carcinoma,0,897
TCGA-A2-A4S2-01,TCGA,13.4217,10.4462,11.0085,14.7181,15.5101,10.3015,11.6362,11.4162,8.98,10.9861,Primary Tumor,Breast Invasive Carcinoma,0,643
TCGA-AD-6963-01,TCGA,13.4216,12.5193,12.3439,14.2976,14.5829,10.7663,11.6998,11.2588,9.8449,10.0966,Primary Tumor,Colon Adenocarcinoma,0,834
TCGA-UZ-A9PN-01,TCGA,13.4211,11.2342,11.1854,13.3222,12.3504,12.6115,11.3574,10.3314,10.3303,11.2119,Primary Tumor,Kidney Papillary Cell Carcinoma,1,1136
TCGA-BH-A1ET-01,TCGA,13.421,10.5961,12.9405,13.2267,14.2562,10.5249,11.7646,11.4838,8.623,10.3484,Primary Tumor,Breast Invasive Carcinoma,1,2520
TCGA-B8-4621-01,TCGA,13.4209,13.6208,11.5194,12.8937,11.2209,14.0907,11.4511,10.0953,11.2939,10.4308,Primary Tumor,Kidney Clear Cell Carcinoma,0,788
TCGA-EE-A184-06,TCGA,13.4209,10.7155,11.2051,14.9731,14.9549,12.2563,9.8102,10.6204,9.117,10.9316,Metastatic,Skin Cutaneous Melanoma,1,2073
TCGA-CR-7367-01,TCGA,13.4185,10.2107,12.7829,14.5596,14.6744,12.2582,12.9301,12.3928,9.796,10.8966,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,1440
TCGA-BF-A3DN-01,TCGA,13.4183,11.0925,11.0931,13.5659,13.8939,10.5985,10.6839,10.8158,8.9631,10.6233,Primary Tumor,Skin Cutaneous Melanoma,0,717
TCGA-B9-5156-01,TCGA,13.4176,12.3075,11.121,12.4624,11.6369,12.276,10.7992,10.1347,11.6782,10.4179,Primary Tumor,Kidney Papillary Cell Carcinoma,0,1338
TCGA-BB-8601-01,TCGA,13.4172,10.4308,11.3116,15.299,13.1751,12.2224,13.3649,12.0978,10.5226,10.7176,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,624
TCGA-CW-6090-01,TCGA,13.417,10.449,9.4426,14.75,9.6822,11.4338,10.5045,10.2604,8.8889,11.5441,Primary Tumor,Kidney Clear Cell Carcinoma,0,2552
TCGA-NA-A4QY-01,TCGA,13.4169,10.9866,11.9925,12.4409,13.1731,9.7449,10.6411,10.4077,8.1727,10.6317,Primary Tumor,Uterine Carcinosarcoma,1,114
TCGA-B0-4822-01,TCGA,13.4168,11.9242,9.8846,14.4848,10.03,10.8838,9.9215,9.5912,12.8752,11.0731,Primary Tumor,Kidney Clear Cell Carcinoma,1,1111
TCGA-AR-A0TQ-01,TCGA,13.4163,10.2021,11.1761,16.5384,17.3896,10.7801,11.8563,11.5184,10.1523,10.3501,Primary Tumor,Breast Invasive Carcinoma,0,2991
TCGA-DX-AB36-01,TCGA,13.4163,8.3567,11.2285,11.3723,12.8144,11.6878,10.4255,11.7088,12.4407,10.27,Primary Tumor,Sarcoma,1,1825
TCGA-D5-6922-01,TCGA,13.416,12.2873,12.2762,13.7778,14.4332,10.1926,11.5167,12.0686,9.727,10.2264,Primary Tumor,Colon Adenocarcinoma,0,308
TCGA-5M-AATA-01,TCGA,13.4159,11.4096,11.9483,14.3205,13.8654,10.4507,12.4113,11.8748,9.9224,10.8395,Primary Tumor,Colon Adenocarcinoma,,
TCGA-GM-A2DN-01,TCGA,13.4158,9.9236,11.4679,13.9906,14.2283,11.3974,11.9263,11.2713,9.4301,11.4142,Primary Tumor,Breast Invasive Carcinoma,0,3091
TCGA-A3-3378-01,TCGA,13.4152,10.6071,11.0149,15.437,10.8609,13.8246,10.3487,10.0151,9.7328,9.8146,Primary Tumor,Kidney Clear Cell Carcinoma,0,630
TCGA-D9-A4Z6-06,TCGA,13.4145,10.5181,11.3267,14.4035,12.5651,11.1496,10.1522,10.1253,9.1927,9.2237,Metastatic,Skin Cutaneous Melanoma,1,561
TCGA-G9-6365-01,TCGA,13.4144,10.4799,12.5645,13.8209,14.5403,12.6458,11.1657,10.4241,9.9395,11.0807,Primary Tumor,Prostate Adenocarcinoma,0,1363
TCGA-AN-A0AJ-01,TCGA,13.4144,10.3052,11.4264,15.1044,13.9995,11.6309,11.8581,11.6963,9.683,11.6836,Primary Tumor,Breast Invasive Carcinoma,0,303
TCGA-CH-5751-01,TCGA,13.4136,9.8476,14.7574,10.7942,13.6259,13.0418,11.2938,10.2495,8.6501,10.3648,Primary Tumor,Prostate Adenocarcinoma,0,1065
TCGA-CH-5763-01,TCGA,13.4128,10.1003,12.7574,13.9662,13.9295,13.4607,11.945,11.8009,9.7346,10.3372,Primary Tumor,Prostate Adenocarcinoma,0,365
TCGA-LN-A49W-01,TCGA,13.4127,10.6259,12.3317,13.7888,13.8767,12.3896,12.0046,11.439,10.1642,10.7663,Primary Tumor,Esophageal Carcinoma,0,403
TCGA-GN-A4U3-06,TCGA,13.4125,10.2891,11.5741,14.5392,15.8297,10.4917,12.5901,11.7661,9.3065,11.5316,Metastatic,Skin Cutaneous Melanoma,0,3708
TCGA-EE-A182-06,TCGA,13.4123,12.1696,11.232,15.5137,16.5289,11.725,9.0668,10.2283,11.5833,13.2294,Metastatic,Skin Cutaneous Melanoma,1,447
TCGA-AB-2910-03,TCGA,13.4119,10.4725,11.9955,12.6552,14.9873,14.1586,10.9043,11.2494,9.3521,9.9031,Primary Blood Derived Cancer - Peripheral Blood,Acute Myeloid Leukemia,1,0
TCGA-W5-AA2O-01,TCGA,13.4117,10.6811,12.292,14.3627,13.6638,10.8146,12.2437,11.2767,10.4686,10.7793,Primary Tumor,Cholangiocarcinoma,1,640
TCGA-BF-A1PV-01,TCGA,13.4103,9.4351,11.5925,13.9858,13.4272,9.7994,10.5382,10.8837,9.5871,10.6832,Primary Tumor,Skin Cutaneous Melanoma,0,14
TCGA-BH-A18V-01,TCGA,13.4096,9.6158,12.1531,14.4191,13.2216,12.9613,12.2887,11.4826,9.2504,11.3353,Primary Tumor,Breast Invasive Carcinoma,1,1556
TCGA-A7-A5ZV-01,TCGA,13.4095,10.6569,11.147,15.1349,13.2195,12.0016,11.2688,9.5734,9.6507,11.3672,Primary Tumor,Breast Invasive Carcinoma,0,368
TCGA-A2-A1G0-01,TCGA,13.408,10.4947,12.883,15.8115,18.7107,12.1675,11.5265,11.6861,8.7648,10.8034,Primary Tumor,Breast Invasive Carcinoma,0,616
TCGA-A8-A07O-01,TCGA,13.4078,9.1607,12.3987,14.5869,15.1421,12.1739,12.0179,10.6419,9.3723,11.7252,Primary Tumor,Breast Invasive Carcinoma,0,304
TCGA-E9-A1RH-01,TCGA,13.4076,11.2948,12.4942,13.7249,14.5591,14.4049,11.5917,12.153,9.0293,10.2892,Primary Tumor,Breast Invasive Carcinoma,0,1417
TCGA-GR-A4D9-01,TCGA,13.407,8.3977,10.8043,11.3243,12.5786,11.5938,10.2076,10.6597,8.7355,11.7664,Primary Tumor,Diffuse Large B-Cell Lymphoma,0,1739
TCGA-63-A5MH-01,TCGA,13.4066,9.2622,11.9649,13.2996,12.4589,12.0733,13.2588,11.5291,9.9288,10.8873,Primary Tumor,Lung Squamous Cell Carcinoma,0,2026
TCGA-EE-A2A5-06,TCGA,13.4061,11.5156,11.7661,13.3514,13.821,10.1951,10.8057,11.2747,9.2876,10.4343,Metastatic,Skin Cutaneous Melanoma,1,1195
TCGA-AN-A0G0-01,TCGA,13.4057,11.1756,12.4602,12.3548,14.8658,13.1135,11.4088,11.3942,9.1641,10.4599,Primary Tumor,Breast Invasive Carcinoma,0,16
TCGA-BH-A0BO-01,TCGA,13.4057,10.4239,12.1565,14.2056,15.3069,13.321,11.6473,11.2511,8.4379,10.6424,Primary Tumor,Breast Invasive Carcinoma,0,2197
TCGA-DX-AB2E-01,TCGA,13.4049,11.044,11.7431,13.8575,14.877,9.9852,12.2016,11.2608,9.631,10.0235,Primary Tumor,Sarcoma,0,541
TCGA-EW-A1IW-01,TCGA,13.4047,10.2719,11.5702,15.9383,15.2859,12.0218,12.3773,11.9481,9.7863,11.0664,Primary Tumor,Breast Invasive Carcinoma,0,371
TCGA-EE-A3J7-06,TCGA,13.4045,12.0044,11.7876,14.9277,15.4736,11.1808,10.4044,11.1095,8.5301,10.3477,Metastatic,Skin Cutaneous Melanoma,0,1949
TCGA-OD-A75X-06,TCGA,13.4044,9.8206,11.6186,14.2068,13.6205,11.8167,11.6043,10.6351,8.8763,10.3129,Metastatic,Skin Cutaneous Melanoma,1,9061
TCGA-EW-A1PC-01,TCGA,13.4041,11.1857,12.3025,12.432,13.6926,11.8475,12.5002,11.1281,9.3403,11.6276,Primary Tumor,Breast Invasive Carcinoma,0,187
TCGA-IB-7645-01,TCGA,13.4037,10.6699,11.5169,13.6898,12.183,12.8395,11.5356,11.2124,8.454,10.2617,Primary Tumor,Pancreatic Adenocarcinoma,1,1502
TCGA-69-7973-01,TCGA,13.4035,10.2152,11.9726,14.0875,13.8392,11.7759,10.9124,11.2118,9.0586,10.5889,Primary Tumor,Lung Adenocarcinoma,0,230
TCGA-XJ-A9DQ-01,TCGA,13.4033,10.7196,12.926,13.6623,14.9081,12.8001,11.6068,11.23,10.3056,11.2817,Primary Tumor,Prostate Adenocarcinoma,0,91
TCGA-NA-A4R1-01,TCGA,13.4033,10.2873,12.8089,13.6437,14.388,10.4304,11.6365,11.6988,8.6936,10.9406,Primary Tumor,Uterine Carcinosarcoma,1,203
TCGA-A2-A0YM-01,TCGA,13.4016,8.6905,12.8605,13.4795,13.6916,11.6605,10.8255,10.6618,7.8314,10.5864,Primary Tumor,Breast Invasive Carcinoma,0,965
TCGA-DU-7294-01,TCGA,13.4013,10.4919,12.9551,16.4623,14.0826,10.3025,13.8736,13.3292,10.053,10.7739,Primary Tumor,Brain Lower Grade Glioma,0,2869
TCGA-E1-A7YS-01,TCGA,13.4012,10.4115,13.2091,14.7712,13.9291,10.1112,12.2466,11.7717,8.9605,11.7207,Primary Tumor,Brain Lower Grade Glioma,1,466
TCGA-BP-5169-01,TCGA,13.4005,10.5069,9.9502,14.4629,11.0633,13.5172,9.5859,9.0754,11.0038,11.8991,Primary Tumor,Kidney Clear Cell Carcinoma,0,193
TCGA-E9-A22H-01,TCGA,13.4005,10.3791,12.316,14.1163,14.492,10.2323,11.7649,11.9382,8.427,10.4185,Primary Tumor,Breast Invasive Carcinoma,0,1232
TCGA-AN-A0FT-01,TCGA,13.4004,10.3168,13.0003,15.2012,14.0881,9.1319,10.9813,10.6619,10.0069,11.4971,Primary Tumor,Breast Invasive Carcinoma,0,214
TCGA-A2-A0SY-01,TCGA,13.4,10.0806,13.3579,10.9177,15.5725,11.8059,10.8382,10.8655,8.6005,11.5599,Primary Tumor,Breast Invasive Carcinoma,0,1347
TCGA-EJ-5495-01,TCGA,13.3989,10.3778,13.9666,13.3249,15.6755,12.8305,11.1576,11.3616,8.6846,10.0662,Primary Tumor,Prostate Adenocarcinoma,0,1760
TCGA-BQ-7044-01,TCGA,13.3986,12.7061,10.9528,12.8976,12.1958,11.9587,10.9117,10.3994,10.8598,11.3295,Primary Tumor,Kidney Papillary Cell Carcinoma,0,3760
TCGA-B0-4839-01,TCGA,13.3986,11.1422,9.2987,13.7342,10.8405,12.284,9.5633,9.535,10.4753,11.3603,Primary Tumor,Kidney Clear Cell Carcinoma,1,1639
TCGA-E9-A1R2-01,TCGA,13.3984,11.1279,12.2632,11.0511,14.6345,11.9001,10.6083,11.2217,8.9614,11.0966,Primary Tumor,Breast Invasive Carcinoma,0,1063
TCGA-P3-A6T0-01,TCGA,13.3974,10.9769,12.2297,14.5806,13.9383,12.0192,11.5033,11.8555,10.3264,10.6656,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,578
TCGA-44-2668-01,TCGA,13.3973,10.1308,11.6397,12.9472,12.4483,13.8877,11.3219,11.1922,8.7653,9.90985,Primary Tumor,Lung Adenocarcinoma,1,761
TCGA-KK-A8I8-01,TCGA,13.3969,10.057,13.9211,12.4671,16.2847,13.3285,10.4704,10.5568,9.4477,11.4113,Primary Tumor,Prostate Adenocarcinoma,0,967
TCGA-D3-A51R-06,TCGA,13.3968,10.0939,11.9117,11.6665,13.5143,10.545,11.6153,11.6806,9.0112,10.7235,Metastatic,Skin Cutaneous Melanoma,0,1941
TCGA-B1-5398-01,TCGA,13.3952,11.3766,10.7211,15.6302,11.9378,13.3669,10.5739,9.8674,10.8393,10.8515,Primary Tumor,Kidney Papillary Cell Carcinoma,0,1251
TCGA-VQ-A8PE-01,TCGA,13.395,11.7,12.2021,12.7995,15.1795,9.8088,12.794,11.5052,9.032,9.0925,Primary Tumor,Stomach Adenocarcinoma,1,675
TCGA-CF-A47X-01,TCGA,13.3946,10.1166,11.3911,13.6305,14.0457,12.1525,11.2004,10.3687,9.2681,10.9637,Primary Tumor,Bladder Urothelial Carcinoma,0,384
TCGA-75-7031-01,TCGA,13.3941,11.6177,12.6044,14.2028,15.2236,12.3242,11.5683,10.3117,9.5461,10.9571,Primary Tumor,Lung Adenocarcinoma,0,
TCGA-WL-A834-01,TCGA,13.3941,11.2109,12.0038,15.1796,14.906,11.247,14.0824,11.5136,11.0729,11.641,Primary Tumor,Cervical & Endocervical Cancer,0,791
TCGA-FG-A87N-01,TCGA,13.394,9.8623,12.3108,13.9,13.4551,11.7899,12.4927,12.1569,8.9489,10.1881,Primary Tumor,Brain Lower Grade Glioma,0,567
TCGA-G9-6363-01,TCGA,13.3939,9.7204,12.7256,14.1926,14.6009,12.9557,11.7091,11.3849,9.6548,11.2861,Primary Tumor,Prostate Adenocarcinoma,0,1378
TCGA-V1-A9OY-01,TCGA,13.3937,10.2454,13.0151,13.0925,15.1836,13.4607,10.9299,10.8417,9.5159,11.286,Primary Tumor,Prostate Adenocarcinoma,0,1067
TCGA-EE-A3AF-06,TCGA,13.3933,10.5185,11.8432,15.4199,14.0766,11.6635,9.6524,10.416,10.1382,10.7116,Metastatic,Skin Cutaneous Melanoma,1,420
TCGA-CR-6478-01,TCGA,13.3924,10.5271,12.4172,13.7224,13.8248,11.0581,11.0235,11.574,8.8124,10.2555,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,183
TCGA-EJ-7785-11,TCGA,13.3922,10.4468,12.3023,14.004,13.2168,13.1042,12.048,11.7996,9.9523,10.4616,Solid Tissue Normal,Prostate Adenocarcinoma,0,1177
TCGA-FS-A1ZQ-06,TCGA,13.3919,10.6373,11.4436,14.908,15.832,12.923,10.604,10.3425,9.3011,11.621,Metastatic,Skin Cutaneous Melanoma,1,4062
TCGA-N8-A4PL-01,TCGA,13.3907,10.7471,11.5882,12.4197,13.2361,9.1369,10.617,9.9535,9.1053,10.9057,Primary Tumor,Uterine Carcinosarcoma,1,418
TCGA-BR-6852-01,TCGA,13.3904,12.4249,11.9605,15.3383,15.0878,11.8219,12.4006,11.7936,9.6904,10.7823,Primary Tumor,Stomach Adenocarcinoma,0,1367
TCGA-GD-A76B-01,TCGA,13.3904,10.5202,12.619,14.0898,14.9151,14.3794,11.938,10.6941,10.6561,11.6931,Primary Tumor,Bladder Urothelial Carcinoma,0,224
TCGA-KK-A7AP-01,TCGA,13.3894,9.4616,12.9488,12.4535,17.2443,13.6433,9.082,11.0874,9.3813,11.4937,Primary Tumor,Prostate Adenocarcinoma,0,196
TCGA-A4-A5XZ-01,TCGA,13.3887,13.1563,11.0902,12.6353,11.6126,13.1299,11.2715,9.6177,11.3862,10.7808,Primary Tumor,Kidney Papillary Cell Carcinoma,0,479
TCGA-62-8399-01,TCGA,13.3887,11.1035,11.9831,11.9154,14.0835,10.648,11.9512,10.2471,10.1547,10.6684,Primary Tumor,Lung Adenocarcinoma,0,2696
TCGA-77-8007-01,TCGA,13.3881,10.9746,12.5819,15.466,14.6726,11.3179,12.0626,10.9857,9.1049,10.5844,Primary Tumor,Lung Squamous Cell Carcinoma,1,198
TCGA-CC-5263-01,TCGA,13.388,10.7494,11.2866,16.7244,14.7326,14.0029,13.6953,11.4037,10.5193,10.277,Primary Tumor,Liver Hepatocellular Carcinoma,1,129
TCGA-B0-4843-01,TCGA,13.3876,10.6479,9.9835,13.876,11.3645,12.5142,10.1502,9.6147,9.1396,10.6176,Primary Tumor,Kidney Clear Cell Carcinoma,1,320
TCGA-M7-A720-01,TCGA,13.3873,10.4976,12.6216,14.257,14.7688,13.4716,12.3108,11.8849,10.5466,10.9051,Primary Tumor,Prostate Adenocarcinoma,0,384
TCGA-BQ-5894-11,TCGA,13.3869,12.8274,10.1553,11.0529,10.6358,14.4435,11.3846,11.0692,10.4521,11.2141,Solid Tissue Normal,Kidney Papillary Cell Carcinoma,0,84
TCGA-CV-6945-01,TCGA,13.3869,10.3932,11.7957,13.8333,13.2713,12.5058,11.2406,11.8937,10.2665,11.1793,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,366
TCGA-VQ-AA69-01,TCGA,13.3869,10.2553,13.0983,16.0459,15.5049,13.1283,12.1085,13.2401,10.2746,9.1343,Primary Tumor,Stomach Adenocarcinoma,0,864
TCGA-G3-A5SJ-01,TCGA,13.3868,10.464,10.4986,14.4347,12.3237,11.9668,11.7408,10.6648,9.7958,11.5452,Primary Tumor,Liver Hepatocellular Carcinoma,0,698
TCGA-DV-A4VZ-01,TCGA,13.3867,9.9032,9.0216,7.7062,10.1019,11.4499,10.4425,9.9211,9.3651,10.4992,Primary Tumor,Kidney Clear Cell Carcinoma,0,365
TCGA-Q9-A6FU-01,TCGA,13.3866,10.6249,13.389,14.006,14.0783,12.5563,13.1231,11.6473,9.5703,9.9912,Primary Tumor,Esophageal Carcinoma,1,157
TCGA-EB-A24D-01,TCGA,13.3865,10.7831,11.9146,16.1396,15.6763,9.6257,11.5561,11.7971,9.9807,11.067,Primary Tumor,Skin Cutaneous Melanoma,0,645
TCGA-LN-A49V-01,TCGA,13.3863,10.4968,12.4302,14.3854,14.396,9.7239,10.5129,10.2039,9.773,10.1456,Primary Tumor,Esophageal Carcinoma,0,383
TCGA-EW-A2FW-01,TCGA,13.3862,13.3025,11.5847,16.0923,16.6268,10.3133,10.9903,11.1738,9.8718,11.4148,Primary Tumor,Breast Invasive Carcinoma,0,672
TCGA-G9-6356-01,TCGA,13.386,10.4687,13.028,13.0913,14.471,12.7828,10.5261,10.845,9.4674,10.7336,Primary Tumor,Prostate Adenocarcinoma,0,1434
TCGA-EE-A29R-06,TCGA,13.3856,12.5457,10.8226,14.0389,14.3881,10.2224,10.9762,10.9068,8.774,10.8525,Metastatic,Skin Cutaneous Melanoma,0,440
TCGA-78-7146-01,TCGA,13.3852,9.9386,12.2091,15.9519,13.1958,13.1868,11.0447,11.7246,9.2772,11.4035,Primary Tumor,Lung Adenocarcinoma,1,173
TCGA-E2-A15P-01,TCGA,13.384,10.6954,13.2471,15.13,16.4051,10.1924,11.7423,11.4939,9.8073,10.7893,Primary Tumor,Breast Invasive Carcinoma,0,595
TCGA-3A-A9IR-01,TCGA,13.3838,10.0667,11.2343,9.3821,12.0945,9.6208,10.6305,11.5472,10.0693,11.7258,Primary Tumor,Pancreatic Adenocarcinoma,0,1542
TCGA-UZ-A9PS-05,TCGA,13.383,13.0975,10.1453,13.7447,11.0963,14.2734,11.0331,9.9573,12.0265,11.5204,Additional - New Primary,Kidney Papillary Cell Carcinoma,0,2167
TCGA-EW-A1OW-01,TCGA,13.3809,9.3804,12.0058,13.4971,13.3767,10.3686,11.6158,10.8521,9.4785,10.7322,Primary Tumor,Breast Invasive Carcinoma,0,694
TCGA-AO-A1KS-01,TCGA,13.3808,9.9255,13.1144,16.059,15.5506,12.9247,11.8514,12.2689,8.5592,8.0673,Primary Tumor,Breast Invasive Carcinoma,0,350
TCGA-W3-AA1R-06,TCGA,13.3801,10.6089,11.5844,14.7029,14.0845,12.0672,11.5197,11.2164,9.7632,11.9329,Metastatic,Skin Cutaneous Melanoma,1,3379
TCGA-BQ-7049-01,TCGA,13.3794,10.6831,10.2363,11.054,11.4764,11.7878,10.7715,10.0248,10.1392,10.2927,Primary Tumor,Kidney Papillary Cell Carcinoma,1,1364
TCGA-TS-A7OZ-01,TCGA,13.3793,10.6319,11.6483,14.2603,13.4335,10.2922,11.5179,10.6763,10.0984,11.0825,Primary Tumor,Mesothelioma,1,844
TCGA-G9-6353-01,TCGA,13.3792,10.9184,12.9795,14.8672,15.568,13.6335,11.9234,11.3106,10.8284,11.106,Primary Tumor,Prostate Adenocarcinoma,0,1542
TCGA-CZ-4864-11,TCGA,13.3789,13.0073,10.4732,11.8987,10.6432,14.1494,11.6088,11.3639,10.4294,11.4028,Solid Tissue Normal,Kidney Clear Cell Carcinoma,1,2830
TCGA-B6-A0RP-01,TCGA,13.3785,10.067,12.021,12.904,13.4717,10.2193,10.8765,10.622,8.8042,11.7568,Primary Tumor,Breast Invasive Carcinoma,1,3126
TCGA-DU-8168-01,TCGA,13.3785,9.8505,13.0319,15.0828,13.5494,9.6494,13.3244,12.8412,9.5368,11.1186,Primary Tumor,Brain Lower Grade Glioma,0,431
TCGA-IA-A40Y-01,TCGA,13.378,12.243,10.582,11.7195,12.6607,11.0991,11.1367,9.9871,10.4188,10.963,Primary Tumor,Kidney Papillary Cell Carcinoma,0,62
TCGA-BH-A0HU-01,TCGA,13.3773,9.9867,12.3127,15.7021,15.7012,11.1951,11.105,11.1154,10.6515,11.7289,Primary Tumor,Breast Invasive Carcinoma,0,392
TCGA-HC-A8CY-01,TCGA,13.3768,9.9742,14.2821,11.3252,15.0779,13.9767,10.4337,11.2584,9.396,11.1289,Primary Tumor,Prostate Adenocarcinoma,0,290
TCGA-UZ-A9PJ-01,TCGA,13.3766,12.0957,10.6386,10.0356,11.3517,11.2081,11.1856,9.8757,10.3692,10.8598,Primary Tumor,Kidney Papillary Cell Carcinoma,1,797
TCGA-77-8156-01,TCGA,13.3763,11.8183,11.4232,15.3034,13.6721,11.5177,14.2372,11.7362,9.6119,10.142,Primary Tumor,Lung Squamous Cell Carcinoma,0,1106
TCGA-E9-A227-01,TCGA,13.3762,10.592,12.5268,15.197,16.5152,12.528,10.8183,11.0044,9.8544,11.811,Primary Tumor,Breast Invasive Carcinoma,0,975
TCGA-G9-A9S4-01,TCGA,13.376,10.8405,13.9096,14.9344,16.6021,11.8792,10.6216,10.8108,10.2607,11.3321,Primary Tumor,Prostate Adenocarcinoma,0,906
TCGA-49-6745-01,TCGA,13.3757,10.3727,12.08,13.7679,13.3536,11.8135,10.2001,10.982,8.7272,9.7111,Primary Tumor,Lung Adenocarcinoma,0,522
TCGA-CR-7374-01,TCGA,13.3755,11.0235,12.2068,13.5804,13.6336,11.7904,12.3865,12.4552,10.0091,10.3145,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,30
TCGA-E2-A15E-06,TCGA,13.3755,10.4342,13.3726,14.9949,16.4054,10.9326,10.8907,11.4002,9.5241,10.815,Metastatic,Breast Invasive Carcinoma,0,630
TCGA-HC-7209-01,TCGA,13.3751,10.2701,13.7513,15.5889,17.571,14.1478,11.319,12.0901,9.8003,10.3108,Primary Tumor,Prostate Adenocarcinoma,0,440
TCGA-SU-A7E7-01,TCGA,13.3751,10.0771,12.9423,13.6374,14.3178,13.6897,11.0901,11.4078,9.789,10.8379,Primary Tumor,Prostate Adenocarcinoma,0,551
TCGA-BH-A1FJ-01,TCGA,13.3751,9.6625,12.1975,15.0108,13.1052,11.4906,11.9463,12.1022,9.6331,11.8787,Primary Tumor,Breast Invasive Carcinoma,1,1927
TCGA-CV-5434-01,TCGA,13.3749,11.4992,11.7987,14.9242,14.1397,12.0352,13.2302,11.0975,10.3414,10.83,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,3314
TCGA-LN-A4MQ-01,TCGA,13.3749,10.7017,12.9182,15.6666,14.8934,13.2089,14.6536,12.0055,10.0991,9.6403,Primary Tumor,Esophageal Carcinoma,0,375
TCGA-AR-A1AM-01,TCGA,13.3748,10.3368,11.6593,13.6802,16.7882,11.2718,11.379,10.9669,10.205,11.0307,Primary Tumor,Breast Invasive Carcinoma,0,2991
TCGA-CM-6168-01,TCGA,13.3747,11.8365,11.8577,14.6612,13.9029,11.3904,12.3648,12.2662,9.4237,9.5593,Primary Tumor,Colon Adenocarcinoma,0,395
TCGA-19-2619-01,TCGA,13.3747,10.6163,11.6307,14.5177,13.2768,9.9933,12.8419,11.7395,9.2395,10.5572,Primary Tumor,Glioblastoma Multiforme,0,294
TCGA-D3-A2JP-06,TCGA,13.3743,12.4933,10.9258,15.2899,13.2119,10.682,10.3652,11.1511,10.4434,10.2539,Metastatic,Skin Cutaneous Melanoma,0,1812
